name,nametype,recclass,mass (g),fall,year,reclat,reclong,country,continent
Queen Alexandra Range 94216,Valid,L6,444.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94217,Valid,H5,445.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94218,Valid,H5,445.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94220,Valid,CM2,2.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94221,Valid,H5,1.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94222,Valid,CM2,4.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94223,Valid,H5,9.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94227,Valid,L6,340.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94228,Valid,L6,374.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94229,Valid,L5,382.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94230,Valid,L6,392.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94231,Valid,L6,342.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94232,Valid,L6,381.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94233,Valid,L6,450.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94234,Valid,L6,346.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94235,Valid,L6,447.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94236,Valid,L6,255.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94237,Valid,H5,358.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94238,Valid,L6,243.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94239,Valid,L6,446.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94240,Valid,L5,247.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94241,Valid,L6,489.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94242,Valid,H5,255.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94243,Valid,H6,196.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94244,Valid,L6,71.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94245,Valid,LL6,57.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Roberts Massif 04147,Valid,L6,126.6,Found,2004,0.0,0.0,,
Queen Alexandra Range 94246,Valid,L5,61.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94247,Valid,LL6,86.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94248,Valid,L5,24.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94249,Valid,L6,25.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94250,Valid,L5,4.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94251,Valid,L6,99.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94252,Valid,H5,76.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94253,Valid,L6,36.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94254,Valid,H6,3.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94255,Valid,L6,66.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94257,Valid,L5,2.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94258,Valid,H5,1.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94259,Valid,H5,2.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94260,Valid,L6,2.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94261,Valid,L6,0.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94262,Valid,L6,1.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94263,Valid,H5,27.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94264,Valid,L6,3.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94265,Valid,L6,1.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94266,Valid,LL6,4.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94267,Valid,L6,16.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94268,Valid,L6,13.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94269,Valid,Lunar (anorth),3.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94270,Valid,L5,29.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94271,Valid,H6,2.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94272,Valid,H6,1.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94273,Valid,H6,1.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94275,Valid,H6,20.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94276,Valid,L5,4.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94277,Valid,L6,10.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94278,Valid,L6,6.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94279,Valid,L5,48.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94280,Valid,L5,11.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94281,Valid,Lunar (basalt),23.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94282,Valid,L5,18.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94283,Valid,L5,3.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94284,Valid,H5,1.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94285,Valid,L5,1.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94286,Valid,L5,2.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94287,Valid,L5,1.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94288,Valid,L6,1.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94289,Valid,H5,18.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94290,Valid,L6,43.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94291,Valid,L5,60.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94292,Valid,L5,82.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94293,Valid,L5,22.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94294,Valid,L5,39.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94296,Valid,L6,39.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94297,Valid,L6,116.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94298,Valid,H5,32.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94299,Valid,Mesosiderite,13.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94300,Valid,H5,26.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94301,Valid,L5,37.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94302,Valid,LL5,11.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94303,Valid,L5,60.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94304,Valid,L5,43.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94305,Valid,L5,83.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94306,Valid,L6,52.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94307,Valid,L6,12.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94308,Valid,L5,9.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94309,Valid,H5,8.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94310,Valid,L5,39.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94311,Valid,L5,2.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94312,Valid,H6,2.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94313,Valid,L5,4.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94314,Valid,H6,1.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94315,Valid,H6,1.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94316,Valid,H6,5.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94317,Valid,H6,1.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94318,Valid,H6,1.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94319,Valid,L5,16.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94320,Valid,H6,7.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94321,Valid,EL3,1.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94322,Valid,H6,1.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94324,Valid,L6,1.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94325,Valid,L6,4.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94326,Valid,L6,6.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94327,Valid,L6,14.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94328,Valid,L5,7.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94329,Valid,L6,7.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94330,Valid,H6,1.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94331,Valid,L5,20.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94332,Valid,H6,4.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94333,Valid,H6,4.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94334,Valid,L6,2.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94335,Valid,H6,4.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94336,Valid,LL6,10.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94337,Valid,H6,4.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94338,Valid,H6,4.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94339,Valid,H5,1.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94340,Valid,L6,4.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94341,Valid,L5,1.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94342,Valid,L5,22.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94343,Valid,H6,3.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94344,Valid,H6,3.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94345,Valid,L6,30.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94346,Valid,H6,30.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94347,Valid,L5,55.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94348,Valid,L6,10.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94349,Valid,LL5,22.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94350,Valid,H5,22.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94351,Valid,H5,5.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94352,Valid,L4,9.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94353,Valid,H6,5.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94354,Valid,L5,27.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94355,Valid,H6,26.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94356,Valid,L5,9.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94357,Valid,L5,11.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94359,Valid,L5,6.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94360,Valid,L5,87.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94361,Valid,L5,87.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94362,Valid,L5,1.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94363,Valid,H6,1.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94364,Valid,L5,2.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94365,Valid,L6,72.59999999999998,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94366,Valid,CV3,72.59999999999998,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94367,Valid,L6,6.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94368,Valid,EL4,1.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94369,Valid,L6,4.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94370,Valid,L5,15.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94371,Valid,L5,8.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94372,Valid,H6,1.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94373,Valid,H6,1.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94374,Valid,H6,1.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94375,Valid,L5,19.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94376,Valid,L5,33.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94377,Valid,L5,2.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94378,Valid,L5,1.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94379,Valid,LL5,58.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94380,Valid,L5,73.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94381,Valid,L5,27.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94382,Valid,H5,12.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94383,Valid,LL5,8.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94384,Valid,L5,18.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94385,Valid,L5,39.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94386,Valid,H5,183.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94387,Valid,L5,16.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94388,Valid,L5,2.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94389,Valid,L5,8.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94390,Valid,LL6,10.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94391,Valid,L5,16.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94392,Valid,L5,2.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94393,Valid,L5,42.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94394,Valid,L5,67.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94395,Valid,L6,6.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94396,Valid,L3.4,2.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94397,Valid,LL6,20.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94398,Valid,L5,3.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94399,Valid,H5,3.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94400,Valid,H5,13.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94401,Valid,H6,13.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94402,Valid,H5,0.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94403,Valid,H5,1.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94404,Valid,H6,2.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94405,Valid,H6,2.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94406,Valid,H5,3.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94407,Valid,H6,3.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94408,Valid,L6,3.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94409,Valid,H5,50.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94410,Valid,H5,2.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94411,Valid,CBb,39.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94412,Valid,H5,2.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94413,Valid,H5,70.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94414,Valid,L6,28.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94415,Valid,L5,80.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94416,Valid,L5,91.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94417,Valid,L5,18.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94418,Valid,L5,68.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94419,Valid,L6,12.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94420,Valid,L3.4,2.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94421,Valid,L5,6.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94422,Valid,H5,2.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94423,Valid,L5,6.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94424,Valid,L5,20.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94425,Valid,L5,25.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94426,Valid,L5,18.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94427,Valid,LL6,14.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94428,Valid,L5,90.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94429,Valid,H5,9.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94430,Valid,L5,27.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94431,Valid,LL6,41.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94432,Valid,H5,1.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94433,Valid,L5,4.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94434,Valid,L6,4.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94436,Valid,H5,1.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94437,Valid,L5,4.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94438,Valid,L6,2.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94439,Valid,LL6,36.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94440,Valid,L5,4.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94441,Valid,H6,51.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94442,Valid,LL6,24.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94443,Valid,LL5,18.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94444,Valid,L5,40.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94445,Valid,H5,9.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94446,Valid,H6,3.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94447,Valid,L5,6.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94448,Valid,L6,2.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94449,Valid,L6,1.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94450,Valid,L5,5.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94451,Valid,L5,19.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94452,Valid,L5,40.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94453,Valid,LL6,19.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94454,Valid,L6,5.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94455,Valid,L6,1.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94456,Valid,L6,25.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94457,Valid,L6,1.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94458,Valid,H5,4.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94459,Valid,L6,4.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94460,Valid,H5,4.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94461,Valid,L6,8.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94462,Valid,L6,2.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94463,Valid,L6,2.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94464,Valid,L5,13.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94465,Valid,L6,10.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94466,Valid,H5,1.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94467,Valid,L6,1.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94468,Valid,L6,1.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94469,Valid,L6,1.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94470,Valid,H5,17.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94471,Valid,L5,9.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94472,Valid,L6,4.9,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94473,Valid,L5,69.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94474,Valid,H5,39.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94475,Valid,L5,29.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94476,Valid,L5,20.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94477,Valid,L5,120.1,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94478,Valid,L5,32.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94479,Valid,L5,26.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94480,Valid,L5,34.2,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94481,Valid,L5,8.8,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94482,Valid,LL6,11.0,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94483,Valid,L5,10.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94484,Valid,Eucrite-unbr,5.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94485,Valid,L5,3.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94486,Valid,L5,2.4,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94487,Valid,L6,3.7,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94488,Valid,L5,11.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94489,Valid,H5,6.6,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94490,Valid,L6,8.3,Found,1994,-84.0,168.0,Antarctica,Antarctica
Queen Alexandra Range 94491,Valid,H5,1.5,Found,1994,-84.0,168.0,Antarctica,Antarctica
