name,nametype,recclass,mass (g),fall,year,reclat,reclong,country,continent
Graves Nunataks 98036,Valid,L6,182.2,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98037,Valid,Eucrite-br,107.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98038,Valid,H6,118.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98039,Valid,Eucrite-br,72.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98040,Valid,H5,542.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98041,Valid,L6,1081.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98042,Valid,Eucrite-br,92.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98043,Valid,Eucrite-br,102.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98044,Valid,Eucrite-br,27.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98045,Valid,H4,260.4,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98046,Valid,L6,657.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98047,Valid,H5,594.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98048,Valid,H6,702.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98049,Valid,L6,2341.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98050,Valid,H3.8,337.4,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98051,Valid,H5,171.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98052,Valid,Eucrite-br,63.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98053,Valid,H6,145.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98054,Valid,Eucrite-br,103.4,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98055,Valid,Eucrite-br,140.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98056,Valid,H6,177.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98057,Valid,L6,65.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98058,Valid,L5,105.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98059,Valid,H5,67.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98060,Valid,H6,54.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98061,Valid,L6,121.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98062,Valid,H5,51.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98063,Valid,H6,41.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98064,Valid,H6,42.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98065,Valid,H6,53.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98066,Valid,L6,18.2,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98067,Valid,Eucrite-br,53.2,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98068,Valid,L6,51.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98069,Valid,H6,42.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98070,Valid,H6,16.3,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98071,Valid,H6,64.3,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98072,Valid,H6,29.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98073,Valid,H6,6.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98074,Valid,CM2,51.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98075,Valid,H5,20.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98076,Valid,H6,29.2,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98077,Valid,L6,24.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98078,Valid,L6,7.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98079,Valid,H6,3.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98080,Valid,H5,91.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98081,Valid,H6,87.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98082,Valid,H6,13.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98083,Valid,H6,23.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98084,Valid,L6,42.3,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98085,Valid,L6,43.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98086,Valid,L6,32.3,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98087,Valid,H3.8,22.3,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98088,Valid,Eucrite-br,64.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98089,Valid,H4,60.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98090,Valid,H5,42.4,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98091,Valid,H5,20.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98092,Valid,H5,20.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98093,Valid,H5,40.4,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98094,Valid,L6,7.2,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98095,Valid,L6,31.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98096,Valid,H6,45.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98097,Valid,Eucrite-br,12.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98098,Valid,Eucrite-unbr,779.2,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98099,Valid,H5,26.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98100,Valid,H6,17.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98101,Valid,L6,38.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98102,Valid,CK4,7.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98103,Valid,Eucrite-br,41.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98104,Valid,L6,15.2,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98105,Valid,H6,13.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98106,Valid,L6,47.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98107,Valid,L6,35.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98108,Valid,Diogenite,12.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98109,Valid,L5,7.3,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98110,Valid,H6,70.3,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98111,Valid,H6,80.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98112,Valid,H6,86.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98113,Valid,Eucrite-br,63.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98114,Valid,Eucrite-br,58.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98115,Valid,L6,44.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98116,Valid,L6,66.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98117,Valid,H5,89.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98118,Valid,L6,78.4,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98119,Valid,L6,45.4,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98120,Valid,L6,42.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98121,Valid,H5,48.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98122,Valid,H6,12.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98123,Valid,L6,14.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98124,Valid,H5,5.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98125,Valid,H5,17.4,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98126,Valid,H5,26.2,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98127,Valid,H5,17.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98128,Valid,H5,19.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98130,Valid,L4,45.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98131,Valid,Eucrite-br,26.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98132,Valid,H6,14.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98133,Valid,H6,18.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98134,Valid,H5,22.4,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98135,Valid,H6,25.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98136,Valid,H5,2.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98137,Valid,H6,16.4,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98138,Valid,H5,9.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98139,Valid,H6,63.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98141,Valid,H6,41.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98142,Valid,L6,9.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98143,Valid,L6,11.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98144,Valid,H6,13.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98145,Valid,H6,16.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98146,Valid,H5,3.6,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98147,Valid,L6,9.2,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98148,Valid,H5,6.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98149,Valid,H6,79.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98150,Valid,H6,36.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98151,Valid,H6,52.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98152,Valid,H4,69.3,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98153,Valid,H4,35.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98154,Valid,H5,21.2,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98155,Valid,H5,33.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98156,Valid,H5,29.3,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98157,Valid,Eucrite-br,39.2,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98158,Valid,Eucrite-br,66.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98159,Valid,Eucrite-br,33.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98160,Valid,H6,7.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98161,Valid,H6,7.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98162,Valid,L6,0.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98163,Valid,H6,15.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98164,Valid,L6,15.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98165,Valid,H6,11.3,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98166,Valid,H5,10.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98167,Valid,H5,4.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98168,Valid,Howardite,7.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98169,Valid,LL5,22.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98170,Valid,H5,21.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98171,Valid,L3.8,8.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98172,Valid,H6,13.8,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98173,Valid,L5,30.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98174,Valid,L6,8.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98175,Valid,L6,27.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98176,Valid,H6,15.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98177,Valid,H6,10.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98178,Valid,L6,7.2,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98179,Valid,H6,18.7,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98180,Valid,H5,13.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98181,Valid,L4,2.9,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98182,Valid,H6,63.5,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98183,Valid,L6,145.4,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98184,Valid,L6,119.1,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98185,Valid,H6,70.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Graves Nunataks 98186,Valid,H6,29000.0,Found,1998,-86.71667,-141.5,Antarctica,Antarctica
Grayton,Valid,H5,11300.0,Found,1983,30.31167,-86.16667,United States of America,North America
Great Bear Lake,Valid,H6,40.0,Found,1936,66.0,-120.0,Canada,North America
Great Bend,Valid,H6,28770.0,Found,1983,38.395,-98.91583,United States of America,North America
Great Sand Sea 001,Valid,L6,130.0,Found,1991,26.2,25.66667,Egypt,Africa
Great Sand Sea 002,Valid,L6,135.0,Found,1991,25.5,25.41667,Egypt,Africa
Great Sand Sea 003,Valid,Iron,110.0,Found,1991,26.05,25.66667,Egypt,Africa
Great Sand Sea 004,Valid,LL6,580.0,Found,1994,25.59306,25.52778,Egypt,Africa
Great Sand Sea 005,Valid,L6,80.0,Found,1995,25.81611,25.91417,Egypt,Africa
Great Sand Sea 006,Valid,L6,45.0,Found,1995,26.76556,26.32361,Egypt,Africa
Great Sand Sea 007,Valid,H6,1450.0,Found,1996,26.91028,26.15167,Egypt,Africa
Great Sand Sea 008,Valid,LL3-6,450.0,Found,1996,26.59444,25.62222,Egypt,Africa
Great Sand Sea 009,Valid,H5,414.0,Found,1996,27.03056,26.67444,Egypt,Africa
Great Sand Sea 019,Valid,LL6,12000.0,Found,1999,25.53667,25.65778,Egypt,Africa
Great Sand Sea 020,Valid,H,5420.0,Found,2000,26.01667,25.73333,Egypt,Africa
Great Sand Sea 021,Valid,L5,1416.0,Found,2002,28.10567,25.54017,Egypt,Africa
Great Sand Sea 022,Valid,H6,0.9,Found,1994,25.91667,25.66667,Egypt,Africa
Great Sand Sea 023,Valid,H5,1.5,Found,1996,25.16667,25.66667,Egypt,Africa
Great Sand Sea 024,Valid,H5,7.8,Found,1996,25.28317,25.60833,Egypt,Africa
Great Sand Sea 025,Valid,L5,10.9,Found,2005,25.3735,25.70617,Egypt,Africa
Great Sand Sea 026,Valid,H6,100.0,Found,2007,28.18917,25.62167,Egypt,Africa
Great Sand Sea 030,Valid,H6,51.33,Found,2006,26.37817,26.8505,Egypt,Africa
Great Sand Sea 031,Valid,H5,62.26,Found,2006,25.43617,25.4865,Egypt,Africa
Great Sand Sea 032,Valid,Acapulcoite,8.3,Found,2006,26.18667,25.45567,Egypt,Africa
Great Sand Sea 033,Valid,L5,80.09999999999998,Found,2006,26.18667,25.45567,Egypt,Africa
Great Sand Sea 034,Valid,L5/6,7.72,Found,2006,26.18667,25.45567,Egypt,Africa
Great Sand Sea 035,Valid,H5/6,40.94,Found,2007,26.61667,26.19933,Egypt,Africa
Great Sand Sea 036,Valid,H5,128.91,Found,2007,26.62533,26.19833,Egypt,Africa
Great Sand Sea 037,Valid,H4,66.94,Found,2007,26.77133,26.54283,Egypt,Africa
Great Sand Sea 038,Valid,H5,146.04,Found,2007,26.82583,27.14233,Egypt,Africa
Great Sand Sea 039,Valid,H5,128.63,Found,2007,26.8235,27.1415,Egypt,Africa
Great Sand Sea 040,Valid,LL5,15.0,Found,2010,26.32733,27.33667,Egypt,Africa
Great Sand Sea 041,Valid,H5,6.5,Found,2010,25.34583,25.498,Egypt,Africa
Greaterville,Valid,L4,48.0,Found,1995,31.76167,-110.75,United States of America,North America
Greenbrier County,Valid,"Iron, IIIAB",5000.0,Found,1880,37.83333,-80.31667,United States of America,North America
Greener Reservoir,Valid,H4,45.0,Found,2004,39.49133,-112.942,United States of America,North America
Greenwell Springs,Valid,LL4,664.0,Found,1987,30.51528,-91.01222,United States of America,North America
Grein 001,Valid,H3,710.3,Found,1997,21.229,10.75633,Niger,Africa
Grein 002,Valid,EL4/5,608.9,Found,1997,20.7145,11.11567,Niger,Africa
Grein 003,Valid,H6,490.6,Found,1997,20.56783,11.34583,Niger,Africa
Gressk,Valid,"Iron, IIAB",303000.0,Found,1955,53.23333,27.33333,Belarus,Europe
Gretna,Valid,L5,82000.0,Found,1912,39.93333,-99.21667,United States of America,North America
Grier (a),Valid,OC,12.4,Found,1969,34.38167,-103.39167,United States of America,North America
Grier (b),Valid,L5-7,929.4,Found,1969,34.26667,-103.38333,United States of America,North America
Griffith,Valid,"Iron, ungrouped",6000.0,Found,1985,33.71667,-102.81667,United States of America,North America
Griffith Wash,Valid,L6,93.0,Found,2011,35.06639,-114.0975,United States of America,North America
Grosvenor Mountains 03001,Valid,L5,29000.0,Found,2002,0.0,0.0,,
Grosvenor Mountains 03002,Valid,L5,28000.0,Found,2002,0.0,0.0,,
Grosvenor Mountains 03003,Valid,L5,10640.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03004,Valid,L5,2470.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03005,Valid,L5,2576.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03006,Valid,L5,1161.6,Found,2003,0.0,0.0,,
Grosvenor Mountains 03007,Valid,L5,3850.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03008,Valid,L5,1693.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03009,Valid,L5,1112.9,Found,2003,0.0,0.0,,
Grosvenor Mountains 03010,Valid,L5,1397.5,Found,2003,0.0,0.0,,
Grosvenor Mountains 03011,Valid,L5,1257.6,Found,2003,0.0,0.0,,
Grosvenor Mountains 03012,Valid,L5,1184.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03013,Valid,L5,1035.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03014,Valid,L5,1110.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03015,Valid,L3,480.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03016,Valid,L5,955.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03017,Valid,LL5,310.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03018,Valid,L5,1554.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03019,Valid,L5,1243.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03020,Valid,L5,555.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03021,Valid,L5,607.9,Found,2003,0.0,0.0,,
Grosvenor Mountains 03022,Valid,H5,653.5,Found,2003,0.0,0.0,,
Grosvenor Mountains 03023,Valid,L5,882.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03024,Valid,L5,642.7,Found,2003,0.0,0.0,,
Grosvenor Mountains 03025,Valid,L5,595.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03026,Valid,L5,561.2,Found,2003,0.0,0.0,,
Grosvenor Mountains 03027,Valid,L5,585.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03028,Valid,L5,475.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03029,Valid,L5,520.2,Found,2003,0.0,0.0,,
Grosvenor Mountains 03030,Valid,L5,895.3,Found,2003,0.0,0.0,,
Grosvenor Mountains 03031,Valid,L5,772.8,Found,2003,0.0,0.0,,
Grosvenor Mountains 03032,Valid,H5,389.1,Found,2003,0.0,0.0,,
Grosvenor Mountains 03033,Valid,L5,334.1,Found,2003,0.0,0.0,,
Grosvenor Mountains 03034,Valid,LL5,274.6,Found,2003,0.0,0.0,,
Grosvenor Mountains 03035,Valid,L5,358.4,Found,2003,0.0,0.0,,
Grosvenor Mountains 03036,Valid,L5,338.7,Found,2003,0.0,0.0,,
Grosvenor Mountains 03037,Valid,L5,532.1,Found,2003,0.0,0.0,,
Grosvenor Mountains 03038,Valid,L5,391.9,Found,2003,0.0,0.0,,
Grosvenor Mountains 03039,Valid,L5,386.9,Found,2003,0.0,0.0,,
Grosvenor Mountains 03040,Valid,H5,150.4,Found,2003,0.0,0.0,,
Grosvenor Mountains 03042,Valid,L5,288.3,Found,2003,0.0,0.0,,
Grosvenor Mountains 03043,Valid,L5,274.5,Found,2003,0.0,0.0,,
Grosvenor Mountains 03044,Valid,L5,275.5,Found,2003,0.0,0.0,,
Grosvenor Mountains 03045,Valid,L5,256.1,Found,2003,0.0,0.0,,
Grosvenor Mountains 03046,Valid,L5,196.1,Found,2003,0.0,0.0,,
Grosvenor Mountains 03047,Valid,L5,282.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03048,Valid,L5,394.4,Found,2003,0.0,0.0,,
Grosvenor Mountains 03049,Valid,L5,311.3,Found,2003,0.0,0.0,,
Grosvenor Mountains 03050,Valid,L5,275.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03051,Valid,H5,182.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03052,Valid,LL5,295.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03053,Valid,H5,280.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03054,Valid,LL5,340.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03055,Valid,L4,384.4,Found,2003,0.0,0.0,,
Grosvenor Mountains 03056,Valid,H5,422.5,Found,2003,0.0,0.0,,
Grosvenor Mountains 03057,Valid,L5,662.9,Found,2003,0.0,0.0,,
Grosvenor Mountains 03058,Valid,L5,420.7,Found,2003,0.0,0.0,,
Grosvenor Mountains 03059,Valid,L5,625.3,Found,2003,0.0,0.0,,
Grosvenor Mountains 03060,Valid,L5,520.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03061,Valid,L3,455.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03062,Valid,L5,440.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03063,Valid,L4,245.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03064,Valid,LL5,392.5,Found,2003,0.0,0.0,,
Grosvenor Mountains 03065,Valid,L5,303.9,Found,2003,0.0,0.0,,
Grosvenor Mountains 03066,Valid,L5,265.1,Found,2003,0.0,0.0,,
Grosvenor Mountains 03067,Valid,L5,140.1,Found,2003,0.0,0.0,,
Grosvenor Mountains 03068,Valid,L5,288.2,Found,2003,0.0,0.0,,
Grosvenor Mountains 03069,Valid,L5,219.3,Found,2003,0.0,0.0,,
Grosvenor Mountains 03070,Valid,LL5,353.0,Found,2003,0.0,0.0,,
Grosvenor Mountains 03071,Valid,L5,261.9,Found,2003,0.0,0.0,,
Grosvenor Mountains 03072,Valid,L5,158.6,Found,2003,0.0,0.0,,
Grosvenor Mountains 03073,Valid,L5,146.3,Found,2003,0.0,0.0,,
Grosvenor Mountains 03074,Valid,LL5,268.5,Found,2003,0.0,0.0,,
Grosvenor Mountains 03075,Valid,LL5,294.2,Found,2003,0.0,0.0,,
Grosvenor Mountains 03076,Valid,H5,257.7,Found,2003,0.0,0.0,,
Grosvenor Mountains 03077,Valid,L5,201.1,Found,2003,0.0,0.0,,
Grosvenor Mountains 03078,Valid,LL5,239.8,Found,2003,0.0,0.0,,
Grosvenor Mountains 03079,Valid,LL5,165.4,Found,2003,0.0,0.0,,
Grosvenor Mountains 03080,Valid,L5,177.7,Found,2003,0.0,0.0,,
Grosvenor Mountains 03081,Valid,L5,212.2,Found,2003,0.0,0.0,,
Grosvenor Mountains 03082,Valid,L5,174.5,Found,2003,0.0,0.0,,
Grosvenor Mountains 03083,Valid,LL5,131.4,Found,2003,0.0,0.0,,
Grosvenor Mountains 03084,Valid,L4,184.7,Found,2003,0.0,0.0,,
Grosvenor Mountains 03085,Valid,LL5,155.1,Found,2003,0.0,0.0,,
Grosvenor Mountains 03086,Valid,H4,131.7,Found,2003,0.0,0.0,,
